Type,move_speed,move_time,move_angle,move_acceleration
FALL,1.5,7.33,13.33,5
FALL,0,10,16,6
FALL,0,12.33,19.33,6
FALL,0,10.33,17.33,7
FALL,1.5,16.33,24.33,7
FALL,0.5,15.33,23.33,8
OTHER_ACTION,0.5,16.33,23.33,6
OTHER_ACTION,1,7.33,12.33,4
OTHER_ACTION,1.5,12.67,19.67,6
OTHER_ACTION,1.5,13.33,18.33,5
OTHER_ACTION,1.5,18,24,6
OTHER_ACTION,3,13.33,18.33,5
RUN,5,14,25,9
RUN,4.5,16.67,26.67,7
RUN,5,18.67,30.67,10
RUN,11,31,44,9
RUN,3.5,9.33,15.33,6
RUN,7,13.33,18.33,2
OTHER_ACTION,1,8,15,6
OTHER_ACTION,0.5,8.67,17.67,8
OTHER_ACTION,0.5,7.33,14.33,6
RUN,4.5,21.67,33.67,10
RUN,5,20.67,33.67,10
RUN,7,34.67,48.67,10
RUN,10,44.67,58.67,10
RUN,3.5,8.67,15.67,6
RUN,3,7,10,0
OTHER_ACTION,1,3.33,6.33,2
OTHER_ACTION,0.5,6.67,6.67,0
OTHER_ACTION,1.5,3,4,1
WALK,0,6,12,3
OTHER_ACTION,1.5,6.67,10.67,2
OTHER_ACTION,1,7.33,15.33,7
OTHER_ACTION,1.5,9,15,5
OTHER_ACTION,2.5,6.67,13.67,5
OTHER_ACTION,0,7,11,3
RUN,7,22.33,34.33,10
RUN,10,25,36,9
RUN,11,28.67,40.67,10
RUN,11,31,44,10
FALL,0,9.67,13.67,4
FALL,0.5,8,14,4
RUN,4,18.67,29.67,10
RUN,5,21.67,31.67,8
FALL,0,7.33,9.33,1
FALL,0,5,8,2
FALL,0,5.67,11.67,5
FALL,0,4.33,6.33,2
FALL,0,3.67,5.67,1
FALL,0,6,9,2
RUN,5,25.67,34.67,9
RUN,7,28,39,10
RUN,10,32.33,43.33,10
RUN,5.5,13.67,22.67,7
OTHER_ACTION,1.5,10,16,6
OTHER_ACTION,1.5,12,22,10
FALL,0,4.33,6.33,2
FALL,0,4,6,2
FALL,0,3,6,3
FALL,0,8,12,4
FALL,0,4,8,4
OTHER_ACTION,2.5,11,22,8
OTHER_ACTION,2,15.33,24.33,7
RUN,7,25.33,35.33,9
RUN,3,14.33,24.33,9
RUN,3.5,15,26,10
RUN,4,17.67,27.67,9
RUN,4,20,32,10
OTHER_ACTION,4,13,23,9
OTHER_ACTION,4,17.67,28.67,10
OTHER_ACTION,4,22.33,34.33,10
OTHER_ACTION,3.5,12,18,6
OTHER_ACTION,6,20.33,29.33,8
OTHER_ACTION,5.5,21,29,7
OTHER_ACTION,6,22.67,32.67,9
OTHER_ACTION,0.5,18.33,27.33,9
OTHER_ACTION,2.5,17.33,25.33,8
OTHER_ACTION,2.5,15,23,8
OTHER_ACTION,3.5,20.33,27.33,7
OTHER_ACTION,4,17.67,26.67,9
OTHER_ACTION,4,18.67,27.67,9
OTHER_ACTION,3.5,18,28,9
OTHER_ACTION,4.5,24,35,10
RUN,2,14.33,21.33,5
RUN,3.5,16,25,7
RUN,3,9.67,19.67,8
OTHER_ACTION,1,14,23,7
OTHER_ACTION,0.5,13,21,6
OTHER_ACTION,0.5,17.67,25.67,6
OTHER_ACTION,3.5,30,41,8
OTHER_ACTION,1.5,26,39,10
RUN,3.5,19,30,10
FALL,0,6.33,10.33,4
FALL,0,5.33,10.33,4
FALL,0,3.33,7.33,4
FALL,0,7,12,5
FALL,0,10.67,19.67,8
FALL,0,10,19,8
FALL,1,11.33,18.33,6
FALL,1,11.33,20.33,7
FALL,1.5,13,21,6
FALL,0,4.67,11.67,6
FALL,0,12,20,5
FALL,0,12,22,7
RUN,5.5,19,30,10
RUN,7,22,34,10
RUN,7,25,36,10
RUN,12,30,41,10
OTHER_ACTION,0.5,21.33,31.33,10
OTHER_ACTION,2.5,16.33,26.33,9
OTHER_ACTION,2,16.67,26.67,9
RUN,2.5,14,24,10
RUN,3,11.33,22.33,10
RUN,10,24.67,34.67,10
RUN,3,20.67,28.67,8
OTHER_ACTION,1,17.33,28.33,9
OTHER_ACTION,3,19,29,8
OTHER_ACTION,2.5,17.33,29.33,10
OTHER_ACTION,4.5,21.33,31.33,9
OTHER_ACTION,1.5,20,30,9
OTHER_ACTION,2,17.67,26.67,7
FALL,0.5,7.33,12.33,5
FALL,0.5,4.33,5.33,1
FALL,0,7,11,4
FALL,0,2.33,3.33,1
FALL,0,5.33,7.33,2
FALL,0.5,3,4,1
WALK,0,3,6,2
OTHER_ACTION,1,10,16,3
OTHER_ACTION,2.5,9.67,16.67,5
OTHER_ACTION,2,11.67,17.67,5
OTHER_ACTION,2,10.67,18.67,5
FALL,0,3.33,5.33,2
FALL,0,3,5,2
FALL,0,4.67,7.67,3
FALL,0,4.67,6.67,1
FALL,0,1.67,1.67,0
OTHER_ACTION,2.5,5.67,9.67,4
OTHER_ACTION,3.5,9,16,7
OTHER_ACTION,2.5,8,12,4
OTHER_ACTION,2.5,7.33,11.33,3
OTHER_ACTION,3.5,9.67,16.67,7
OTHER_ACTION,2,6,12,5
OTHER_ACTION,2,14.67,24.67,9
OTHER_ACTION,2,13.33,25.33,10
OTHER_ACTION,2.5,21.67,32.67,10
OTHER_ACTION,2,7.67,13.67,6
OTHER_ACTION,2.5,14.33,23.33,9
OTHER_ACTION,2.5,9.33,19.33,10
OTHER_ACTION,4.5,8.67,18.67,10
OTHER_ACTION,3,10.67,18.67,8
OTHER_ACTION,3,10,18,8
FALL,3,11,19,7
OTHER_ACTION,2,14.33,24.33,8
OTHER_ACTION,3,18.67,29.67,10
OTHER_ACTION,4.5,16.67,27.67,10
OTHER_ACTION,5,21.67,35.67,10
OTHER_ACTION,1.5,12.33,20.33,8
OTHER_ACTION,2.5,12.67,22.67,10
OTHER_ACTION,1,12.33,20.33,8
OTHER_ACTION,2.5,10.67,17.67,7
OTHER_ACTION,9,32,45,10
OTHER_ACTION,1.5,14.33,21.33,6
OTHER_ACTION,2.5,11.67,19.67,8
OTHER_ACTION,3.5,13.33,24.33,10
OTHER_ACTION,4.5,16.67,27.67,10
OTHER_ACTION,7,35,47,10
OTHER_ACTION,1.5,11.67,18.67,6
OTHER_ACTION,1.5,13.33,19.33,6
FALL,0,7.33,13.33,5
FALL,0,9.67,12.67,3
FALL,0,5.67,11.67,6
FALL,0,13.33,18.33,4
FALL,1.5,12.33,20.33,8
OTHER_ACTION,2,18.33,30.33,10
OTHER_ACTION,2,18,29,10
OTHER_ACTION,1.5,13.33,22.33,8
OTHER_ACTION,4.5,24,36,10
RUN,4,16.33,27.33,10
RUN,5.5,17.67,28.67,10
OTHER_ACTION,2.5,12.67,18.67,6
OTHER_ACTION,1,11.33,17.33,6
RUN,4.5,18,29,10
RUN,10,22.33,34.33,10
OTHER_ACTION,2,7.33,10.33,3
OTHER_ACTION,2,6,8,1
OTHER_ACTION,8,23.67,35.67,10
FALL,0,2,6,3
FALL,0,4.67,7.67,1
FALL,0.5,5.33,8.33,1
FALL,0,3,8,4
FALL,0,6,8,2
FALL,0,8,14,4
FALL,3.5,5,11,4
FALL,0,7.67,12.67,4
FALL,0.5,11.33,15.33,4
FALL,0,11.33,14.33,3
FALL,0,6.67,12.67,5
FALL,0,6.67,10.67,4
OTHER_ACTION,1.5,10,19,8
OTHER_ACTION,1.5,16,25,8
OTHER_ACTION,2.5,21,32,9
OTHER_ACTION,1.5,8,16,8
OTHER_ACTION,2,14.33,24.33,10
OTHER_ACTION,2,11.33,20.33,9
OTHER_ACTION,4.5,9,19,10
OTHER_ACTION,4,10.67,20.67,10
OTHER_ACTION,8,16.67,25.67,9
OTHER_ACTION,10,15,25,10
WALK,0,6,10,3
OTHER_ACTION,2,5,8,2
OTHER_ACTION,2,8,14,5
OTHER_ACTION,2.5,7.67,10.67,2
OTHER_ACTION,1.5,6.67,12.67,4
OTHER_ACTION,3,17.67,25.67,7
OTHER_ACTION,3.5,10.67,20.67,9
OTHER_ACTION,3.5,16.67,25.67,8
OTHER_ACTION,3.5,12.33,21.33,8
OTHER_ACTION,6,15.67,26.67,10
OTHER_ACTION,2,26.67,35.67,8
OTHER_ACTION,2,18,28,7
OTHER_ACTION,2.5,27.33,38.33,8
OTHER_ACTION,4.5,32.33,44.33,8
OTHER_ACTION,1.5,8.33,16.33,6
OTHER_ACTION,3,6.67,12.67,5
OTHER_ACTION,2,4.67,11.67,6
OTHER_ACTION,1,21,30,7
OTHER_ACTION,3,25,36,9
OTHER_ACTION,5,24.33,34.33,10
OTHER_ACTION,4.5,23.67,33.67,10
RUN,4.5,22,34,10
RUN,4.5,18,30,9
RUN,4.5,22,35,10
RUN,12,34.67,49.67,10
OTHER_ACTION,1.5,10.33,19.33,7
OTHER_ACTION,1.5,9,15,4
OTHER_ACTION,1.5,8,11,2
OTHER_ACTION,1.5,6,10,3
OTHER_ACTION,0.5,8.67,14.67,5
OTHER_ACTION,0.5,5,7,2
OTHER_ACTION,0.5,8.33,12.33,3
OTHER_ACTION,0.5,7.33,12.33,4
OTHER_ACTION,3,5.67,8.67,2
OTHER_ACTION,2.5,7,10,2
FALL,0,6.67,10.67,4
FALL,0,11,14,2
FALL,0,6.67,11.67,4
FALL,0,12.33,17.33,4
FALL,0.5,11,17,5
OTHER_ACTION,2.5,17.33,29.33,10
OTHER_ACTION,3,15.33,27.33,10
OTHER_ACTION,4.5,15,26,10
OTHER_ACTION,4.5,19.33,30.33,10
OTHER_ACTION,4,10.67,21.67,9
FALL,0,5.33,11.33,5
FALL,0,4.33,8.33,3
FALL,0,12.33,17.33,4
OTHER_ACTION,2,14.33,21.33,7
OTHER_ACTION,2,17,28,10
FALL,0,6,9,3
FALL,0,6.67,9.67,3
FALL,0,5.33,8.33,3
FALL,0,8,13,5
OTHER_ACTION,2,10.67,20.67,10
OTHER_ACTION,2,18.33,28.33,10
OTHER_ACTION,2.5,20.33,27.33,7
RUN,6,11.67,20.67,7
OTHER_ACTION,3,17.33,25.33,8
OTHER_ACTION,3,17.33,26.33,8
OTHER_ACTION,7,17.67,25.67,7
FALL,0,3.33,5.33,1
FALL,0.5,6,11,4
OTHER_ACTION,2.5,12.67,23.67,9
OTHER_ACTION,3,13.67,21.67,6
OTHER_ACTION,3,10.33,20.33,9
OTHER_ACTION,3,12.33,21.33,7
OTHER_ACTION,3.5,17.33,27.33,7
FALL,0,3,3,0
FALL,0,4.67,6.67,2
FALL,0,1.67,2.67,1
FALL,0,3,4,1
FALL,0,3.33,5.33,2
FALL,0,1,2,1
WALK,1,9,12,3
RUN,5.5,23,34,10
OTHER_ACTION,1,23,32,7
OTHER_ACTION,2,25,36,9
OTHER_ACTION,4,35,46,7
OTHER_ACTION,4.5,45.33,60.33,10
OTHER_ACTION,7,39,52,10
OTHER_ACTION,1.5,12,20,5
OTHER_ACTION,5,13.67,21.67,7
OTHER_ACTION,5,14,24,7
OTHER_ACTION,6,17,26,7
OTHER_ACTION,0.5,11.33,14.33,3
OTHER_ACTION,1,15.67,20.67,4
OTHER_ACTION,2.5,5.33,12.33,7
OTHER_ACTION,3,14,20,6
OTHER_ACTION,0.5,17.33,27.33,8
FALL,0,5.67,9.67,3
FALL,0,7.33,9.33,2
FALL,0,12.67,20.67,3
OTHER_ACTION,2,13,24,10
OTHER_ACTION,4,15.67,26.67,10
OTHER_ACTION,4,15.33,25.33,10
OTHER_ACTION,5,15,26,10
OTHER_ACTION,5,21,32,10
OTHER_ACTION,10,22,33,10
OTHER_ACTION,10,31,42,10
OTHER_ACTION,2,10.67,21.67,9
OTHER_ACTION,1.5,14.33,25.33,10
OTHER_ACTION,5,15.33,26.33,9
RUN,4,20.67,31.67,9
RUN,3,25.33,38.33,10
RUN,1,7,10,3
RUN,1.5,6.33,9.33,3
OTHER_ACTION,1,7,12,4
OTHER_ACTION,2.5,12.67,21.67,8
OTHER_ACTION,2.5,11,20,8
OTHER_ACTION,3.5,16.67,26.67,8
OTHER_ACTION,3.5,18.33,28.33,9
OTHER_ACTION,4,25.33,35.33,9
FALL,0,3.33,6.33,3
FALL,0,5.33,8.33,2
FALL,0,4,8,4
FALL,0,4.67,8.67,3
FALL,0,4,8,3
FALL,0,3,6,3
FALL,0,7,13,5
FALL,0,3,7,4
FALL,0,8,12,4
FALL,0,11.67,16.67,4
FALL,0,9,13,4
FALL,0,5.67,10.67,5
FALL,0.5,6.33,10.33,4
FALL,0,6.33,9.33,3
FALL,0,7.67,11.67,4
FALL,0,3,6,3
FALL,2,5,11,5
OTHER_ACTION,2,9,17,7
OTHER_ACTION,4.5,12.67,22.67,9
OTHER_ACTION,4,13.33,23.33,9
OTHER_ACTION,4.5,13.33,20.33,6
OTHER_ACTION,4.5,11.67,21.67,9
OTHER_ACTION,2.5,6,12,5
OTHER_ACTION,2.5,11,20,9
OTHER_ACTION,3.5,13.33,23.33,8
OTHER_ACTION,1.5,10.67,18.67,7
OTHER_ACTION,1,10.67,17.67,6
OTHER_ACTION,1.5,7.67,15.67,7
OTHER_ACTION,1.5,13.67,23.67,9
OTHER_ACTION,2.5,13,21,7
RUN,6,16,25,8
RUN,9,24.33,34.33,10
RUN,11,21.33,35.33,10
FALL,0,6.33,7.33,1
FALL,0,2.67,2.67,0
FALL,0,6,7,1
FALL,0,3,4,1
OTHER_ACTION,0.5,18.67,28.67,10
OTHER_ACTION,2.5,17,26,8
OTHER_ACTION,4.5,24.33,34.33,10
OTHER_ACTION,5,23,34,10
FALL,0,10.67,18.67,7
FALL,0,10,18,7
FALL,0,7.67,12.67,4
FALL,0,11,18,6
WALK,0,6,12,6
OTHER_ACTION,1,22.33,35.33,10
OTHER_ACTION,2.5,25.33,40.33,10
OTHER_ACTION,6,20.33,31.33,9
OTHER_ACTION,1.5,11,15,4
OTHER_ACTION,1.5,13.67,17.67,3
OTHER_ACTION,1,10,15,4
OTHER_ACTION,1,9.33,14.33,4
OTHER_ACTION,1,10,16,4
OTHER_ACTION,0.5,9,13,3
RUN,9,35,47,10
RUN,10,30,43,10
RUN,10,33,47,10
OTHER_ACTION,2,5.33,11.33,6
OTHER_ACTION,3,10.33,19.33,8
OTHER_ACTION,3,11.67,18.67,7
OTHER_ACTION,3.5,12,22,9
OTHER_ACTION,2.5,11,18,7
OTHER_ACTION,5,22,33,8
OTHER_ACTION,2,17,27,9
OTHER_ACTION,3,15,26,10
OTHER_ACTION,6,23.67,35.67,10
OTHER_ACTION,5.5,19.67,31.67,10
OTHER_ACTION,5.5,19.67,30.67,10
RUN,3,17,28,10
RUN,7.5,19.33,30.33,10
RUN,4.5,26.67,38.67,10
RUN,8,31,42,10
RUN,6,38.33,48.33,9
FALL,0,4.33,9.33,5
OTHER_ACTION,2,9.33,17.33,8
OTHER_ACTION,4.5,18,29,10
OTHER_ACTION,6.5,21.33,32.33,10
OTHER_ACTION,6,27,38,10
RUN,5,18,29,10
OTHER_ACTION,1,8,15,7
OTHER_ACTION,1,8.67,15.67,7
OTHER_ACTION,2,10.67,19.67,9
OTHER_ACTION,2.5,10.67,18.67,8
OTHER_ACTION,5,15.67,24.67,9
OTHER_ACTION,4.5,17.67,23.67,6
OTHER_ACTION,7,14,23,9
FALL,0,5.67,8.67,3
FALL,0.5,7,13,6
OTHER_ACTION,1,13,21,8
OTHER_ACTION,2,15.67,23.67,7
OTHER_ACTION,2,14.33,25.33,10
OTHER_ACTION,4.5,19.67,31.67,10
OTHER_ACTION,4,20.67,31.67,9
OTHER_ACTION,10,31.33,44.33,10
OTHER_ACTION,6,34,47,10
FALL,0,8.67,14.67,5
FALL,0,8.33,12.33,4
FALL,0.5,4,11,7
FALL,0,4.33,7.33,2
FALL,0,3.67,10.67,5
OTHER_ACTION,2,11.67,21.67,9
OTHER_ACTION,4,17.67,26.67,7
FALL,0,7.67,12.67,5
FALL,0,8,14,5
FALL,0,5.33,7.33,2
FALL,0,8.67,14.67,6
FALL,0,6,9,3
FALL,0,8,12,3
RUN,3,9,17,8
RUN,2,12.33,18.33,6
RUN,3.5,8.33,16.33,7
RUN,3.5,12,21,9
FALL,0,1.67,3.67,1
FALL,0,8,11,2
FALL,0,3.67,5.67,1
FALL,0,2.67,3.67,0
FALL,0,1.33,2.33,1
RUN,3,24,34,10
RUN,4,13,24,10
RUN,4.5,15,24,9
OTHER_ACTION,1,15,24,6
OTHER_ACTION,1.5,13,22,6
OTHER_ACTION,1.5,11.67,23.67,10
OTHER_ACTION,1.5,16.67,27.67,8
OTHER_ACTION,1.5,18,30,9
OTHER_ACTION,1.5,5,10,3
OTHER_ACTION,2,8.67,13.67,3
OTHER_ACTION,2,5.33,13.33,6
OTHER_ACTION,2,10,19,6
OTHER_ACTION,3,11,20,5
OTHER_ACTION,2,7.67,15.67,6
OTHER_ACTION,3.5,9.33,15.33,5
OTHER_ACTION,3.5,3.33,9.33,6
OTHER_ACTION,2,13.67,21.67,7
OTHER_ACTION,4.5,16,26,8
OTHER_ACTION,4,12.67,22.67,8
OTHER_ACTION,0.5,5,11,3
OTHER_ACTION,0.5,6.33,14.33,5
OTHER_ACTION,0,6,11,4
OTHER_ACTION,0.5,6,14,6
OTHER_ACTION,0,5.33,13.33,6
OTHER_ACTION,0.5,7.33,13.33,4
OTHER_ACTION,1,7,14,4
WALK,0,10,14,4
FALL,0.5,6.67,9.67,2
FALL,0,5,7,0
FALL,0,6,8,0
RUN,3.5,16.67,23.67,6
RUN,3.5,13.33,25.33,9
OTHER_ACTION,1,9.67,16.67,5
OTHER_ACTION,1,8,14,4
OTHER_ACTION,1,14,20,6
OTHER_ACTION,2,12.33,19.33,7
RUN,3.5,28,42,10
RUN,5,23.33,37.33,10
OTHER_ACTION,1.5,10,19,9
OTHER_ACTION,1.5,9.67,17.67,8
OTHER_ACTION,2.5,13.67,21.67,8
OTHER_ACTION,2.5,11.67,20.67,9
RUN,5,16.33,29.33,8
RUN,5,20,31,9
OTHER_ACTION,2,11.67,17.67,5
OTHER_ACTION,2.5,9,16,6
OTHER_ACTION,2.5,6,14,6
OTHER_ACTION,3.5,11.67,17.67,5
OTHER_ACTION,3,8,16,7
OTHER_ACTION,4,12,19,6
OTHER_ACTION,1,16.33,27.33,9
WALK,0,12,15,3
OTHER_ACTION,3,19.67,28.67,8
OTHER_ACTION,4,13.33,22.33,7
OTHER_ACTION,5,16.67,25.67,7
RUN,5.5,25.67,37.67,10
RUN,5,21,34,8
RUN,6,33.67,48.67,10
OTHER_ACTION,3,11.33,20.33,8
OTHER_ACTION,3,8.33,14.33,6
OTHER_ACTION,3,15,23,8
OTHER_ACTION,4,14,23,8
OTHER_ACTION,5,19.33,33.33,9
RUN,6,15.33,25.33,8
RUN,8,21.67,29.67,6
RUN,1,10.33,18.33,7
RUN,2,17,27,9
RUN,2,13.33,20.33,6
FALL,0,15.33,18.33,3
FALL,0,4.67,8.67,4
FALL,0,9.33,13.33,4
FALL,1.5,13.67,22.67,8
FALL,1,15,22,7
OTHER_ACTION,2.5,12.67,22.67,8
OTHER_ACTION,4.5,17.33,28.33,10
OTHER_ACTION,2.5,15.67,21.67,4
OTHER_ACTION,3.5,19.67,27.67,5
OTHER_ACTION,5,23.33,32.33,6
OTHER_ACTION,8,28,39,7
OTHER_ACTION,1,15.67,18.67,2
OTHER_ACTION,0,6.67,10.67,4
OTHER_ACTION,0,7,10,3
OTHER_ACTION,0,5,8,2
OTHER_ACTION,0.5,5,7,2
OTHER_ACTION,2,10.33,21.33,9
OTHER_ACTION,2.5,13,25,9
OTHER_ACTION,2.5,14.67,26.67,10
OTHER_ACTION,2.5,15.33,27.33,9
OTHER_ACTION,3.5,19.33,33.33,10
OTHER_ACTION,1,5,11,5
OTHER_ACTION,1,17,27,8
OTHER_ACTION,0.5,11.67,16.67,4
OTHER_ACTION,0.5,10,15,4
OTHER_ACTION,0.5,6.33,10.33,4
OTHER_ACTION,0,2,3,1
OTHER_ACTION,3,9.67,17.67,7
OTHER_ACTION,2.5,6.33,10.33,4
OTHER_ACTION,4.5,15,22,6
OTHER_ACTION,3.5,11.67,18.67,6
OTHER_ACTION,3.5,11,16,5
OTHER_ACTION,2,14,21,7
OTHER_ACTION,2.5,11,20,8
OTHER_ACTION,4,15.33,21.33,6
OTHER_ACTION,1.5,15,22,7
OTHER_ACTION,4.5,13.33,20.33,7
RUN,6,24.67,35.67,10
RUN,6,24,36,10
RUN,7,22.67,31.67,8
RUN,11,24.33,35.33,10
RUN,12,25.67,37.67,10
RUN,6,28,40,9
RUN,7,32.33,46.33,10
RUN,7,40.67,55.67,10
FALL,0,11,18,6
FALL,0,12.67,18.67,5
FALL,0,9.67,13.67,4
FALL,0,10.67,15.67,4
OTHER_ACTION,1.5,11.67,18.67,6
OTHER_ACTION,3,19.33,27.33,7
OTHER_ACTION,5,18,26,6
OTHER_ACTION,1.5,5.33,7.33,2
OTHER_ACTION,1,3.33,5.33,2
OTHER_ACTION,0,3,5,1
OTHER_ACTION,0,4,6,2
FALL,0,8.67,17.67,9
OTHER_ACTION,1.5,18,26,7
OTHER_ACTION,2,12.67,21.67,8
OTHER_ACTION,3,13.67,22.67,9
OTHER_ACTION,3,19.67,28.67,9
OTHER_ACTION,3,15,26,9
OTHER_ACTION,4,17,29,10
FALL,0,5,10,4
FALL,0,4.67,7.67,2
FALL,0,3.33,4.33,1
FALL,0,3.67,6.67,2
FALL,0,7,10,3
WALK,1,6,9,3
RUN,3,15.33,26.33,10
RUN,3.5,12.33,22.33,10
RUN,4.5,15,27,10
RUN,1.5,9.67,17.67,5
OTHER_ACTION,2,9.33,14.33,5
OTHER_ACTION,2,15.67,22.67,7
OTHER_ACTION,1.5,9.33,14.33,5
OTHER_ACTION,1,12,18,6
OTHER_ACTION,0.5,16.67,24.67,7
OTHER_ACTION,0.5,6,9,3
OTHER_ACTION,0.5,9,14,4
OTHER_ACTION,0.5,5,6,1
OTHER_ACTION,1,9.33,13.33,4
OTHER_ACTION,0.5,11,15,3
OTHER_ACTION,0.5,4.67,7.67,2
WALK,0,6,9,3
RUN,5,11.67,21.67,8
RUN,6,16.33,28.33,10
RUN,8,15.33,27.33,10
RUN,8,19,31,10
OTHER_ACTION,2,6.33,12.33,5
OTHER_ACTION,1,8,16,7
OTHER_ACTION,0.5,11.33,19.33,6
OTHER_ACTION,1.5,13,21,7
OTHER_ACTION,2,8,16,8
OTHER_ACTION,2,16,25,8
OTHER_ACTION,1.5,17,27,8
OTHER_ACTION,1.5,17.33,27.33,9
OTHER_ACTION,1.5,15.33,27.33,10
OTHER_ACTION,2,6,10,4
OTHER_ACTION,2,10,17,6
OTHER_ACTION,1.5,7.67,14.67,5
OTHER_ACTION,1.5,12,20,7
OTHER_ACTION,1.5,9.33,13.33,4
OTHER_ACTION,1,10,17,6
OTHER_ACTION,0.5,5,10,5
OTHER_ACTION,2,8.67,14.67,5
OTHER_ACTION,3,16,27,9
OTHER_ACTION,3,16.67,27.67,8
OTHER_ACTION,4,23,36,10
OTHER_ACTION,5.5,24,38,10
OTHER_ACTION,6,30.33,45.33,10
OTHER_ACTION,12,45,59,10
OTHER_ACTION,1,5,9,3
OTHER_ACTION,1.5,13.33,17.33,4
OTHER_ACTION,2,19,25,6
OTHER_ACTION,1.5,8.67,12.67,4
OTHER_ACTION,2.5,7,14,6
OTHER_ACTION,2.5,7,11,4
OTHER_ACTION,2.5,7,11,3
FALL,0,4.67,8.67,4
FALL,0,4.33,6.33,2
FALL,0,3.33,6.33,3
FALL,0,9.67,15.67,6
FALL,0,5.33,8.33,3
OTHER_ACTION,0.5,15,24,7
OTHER_ACTION,2,20.33,28.33,7
OTHER_ACTION,3,19.33,28.33,8
OTHER_ACTION,2,16,24,7
OTHER_ACTION,2.5,15,25,9
OTHER_ACTION,4.5,14,24,8
OTHER_ACTION,4.5,18,30,9
OTHER_ACTION,1,13.33,23.33,8
OTHER_ACTION,2,16.33,27.33,10
OTHER_ACTION,1.5,15.67,28.67,10
OTHER_ACTION,1,17.33,30.33,10
OTHER_ACTION,1,17.33,26.33,8
FALL,0,4,6,2
FALL,0,6.67,10.67,4
FALL,0,7,12,4
FALL,0,4,6,1
FALL,0,7.33,10.33,2
OTHER_ACTION,1.5,12,18,6
OTHER_ACTION,1.5,21,30,7
OTHER_ACTION,1.5,15.33,24.33,7
OTHER_ACTION,1.5,14.33,22.33,8
OTHER_ACTION,2.5,17.33,27.33,9
RUN,4.5,26.67,36.67,10
OTHER_ACTION,3.5,20,30,9
OTHER_ACTION,3.5,11.33,20.33,7
RUN,3.5,16.67,27.67,10
RUN,1,21.33,32.33,10
RUN,1.5,21,31,9
RUN,1.5,24.67,35.67,9
OTHER_ACTION,2,15,20,4
OTHER_ACTION,2,11,16,4
OTHER_ACTION,3.5,15.67,24.67,9
OTHER_ACTION,1,9,15,5
RUN,5,17,27,9
RUN,3,14.33,23.33,8
OTHER_ACTION,1.5,14.67,23.67,9
OTHER_ACTION,1.5,7.33,13.33,5
OTHER_ACTION,1.5,8.67,14.67,6
OTHER_ACTION,0.5,8.67,12.67,4
OTHER_ACTION,2.5,11.33,19.33,7
OTHER_ACTION,1.5,10,16,5
RUN,6.5,18,29,9
RUN,12,22.33,33.33,7
RUN,11,23.33,33.33,8
RUN,2,21,31,8
RUN,1.5,14.67,25.67,8
RUN,5,22.33,33.33,9
RUN,6,24.33,35.33,10
RUN,5,29.67,43.67,10
RUN,5.5,33.67,46.67,10
OTHER_ACTION,1.5,5.67,8.67,3
OTHER_ACTION,1.5,5.33,10.33,4
OTHER_ACTION,1,5.33,9.33,4
OTHER_ACTION,1,4.67,8.67,3
RUN,3.5,25,35,10
RUN,3,9,18,7
RUN,3,15.67,25.67,8
RUN,3,13.67,24.67,9
RUN,3,8,17,7
RUN,3,12.33,20.33,7
RUN,2,9.67,19.67,9
RUN,2.5,12,22,9
RUN,3.5,19.67,31.67,10
OTHER_ACTION,2.5,12.67,19.67,6
OTHER_ACTION,2,9.67,14.67,5
OTHER_ACTION,1.5,11.33,17.33,5
OTHER_ACTION,1.5,9.67,13.67,3
OTHER_ACTION,1,5,10,4
OTHER_ACTION,1.5,9,12,2
OTHER_ACTION,2,4.33,8.33,3
OTHER_ACTION,1,3,7,3
OTHER_ACTION,1,9.67,15.67,5
OTHER_ACTION,1,8.33,11.33,3
OTHER_ACTION,2,4.33,9.33,5
RUN,6,26.67,40.67,9
RUN,6,31,46,10
OTHER_ACTION,1.5,7.33,13.33,5
OTHER_ACTION,1,9.67,13.67,3
OTHER_ACTION,0.5,6.33,13.33,6
OTHER_ACTION,0,7.67,16.67,8
OTHER_ACTION,1,2.67,4.67,2
FALL,0,9.67,13.67,4
RUN,5.5,17.33,26.33,6
FALL,0,3.67,6.67,2
FALL,0,3.33,4.33,0
FALL,0,3.33,5.33,2
FALL,0,3.33,5.33,1
FALL,1,5,9,3
FALL,0,3,3,0
FALL,0,2.33,3.33,1
FALL,0,2.33,2.33,0
FALL,0,3,9,2
FALL,0,6.33,11.33,4
FALL,0,7,13,5
OTHER_ACTION,2,11.33,18.33,7
FALL,1,11,19,6
FALL,0,9.67,17.67,8
RUN,6,13.67,23.67,9
RUN,6,19,32,9
FALL,0,7.67,14.67,6
FALL,0.5,11.33,18.33,7
FALL,2,8,16,7
FALL,1,8.33,16.33,6
FALL,0,6.33,10.33,4
OTHER_ACTION,0.5,11.33,20.33,6
OTHER_ACTION,0.5,11.33,18.33,5
RUN,1.5,18.33,29.33,9
RUN,2.5,18.67,26.67,8
RUN,3,13.67,23.67,9
RUN,4,11.33,21.33,10
RUN,7,11.67,21.67,9
OTHER_ACTION,0.5,6.33,11.33,3
OTHER_ACTION,3,10.67,17.67,6
OTHER_ACTION,3,20.33,28.33,7
OTHER_ACTION,2.5,14,23,7
OTHER_ACTION,2.5,9.67,14.67,4
OTHER_ACTION,3,18.67,29.67,8
